Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
DYNAMODB_TABLE_ENCRYPTED_KMS,Checks whether Amazon DynamoDB table is encrypted with AWS Key Management Service (KMS). The rule is NON_COMPLIANT if Amazon DynamoDB table is not encrypted with AWS KMS.,DYNAMODB_TABLE_ENCRYPTION_ENABLED,Checks whether the Amazon DynamoDB tables are encrypted and checks their status. The rule is compliant if the status is enabled or enabling.,4,Similar names (83%)
DYNAMODB_IN_BACKUP_PLAN,Checks if an Amazon DynamoDB table is present in AWS Backup plans. The rule is NON_COMPLIANT if DynamoDB tables are not present in any AWS Backup plan.,DYNAMODB_RESOURCES_PROTECTED_BY_BACKUP_PLAN,Checks if Amazon DynamoDB tables are protected by a backup plan. The rule is NON_COMPLIANT if the DynamoDB Table is not covered by a backup plan.,4,Similar descriptions (82%)
APPRUNNER_SERVICE_IN_VPC,Checks if AWS App Runner services route egress traffic through custom VPC. The rule is NON_COMPLIANT if configuration.NetworkConfiguration.EgressConfiguration.EgressType is equal to DEFAULT.,APPRUNNER_SERVICE_NO_PUBLIC_ACCESS,Checks if AWS AppRunner Services are not publicly accessible. The rule is NON_COMPLIANT if service.configuration.NetworkConfiguration.IngressConfiguration.IsPubliclyAccessible is False.,4,Similar descriptions (73%)
ELASTICACHE_REPL_GRP_ENCRYPTED_IN_TRANSIT,Checks if Amazon ElastiCache replication groups have encryption-in-transit enabled. The rule is NON_COMPLIANT for an ElastiCache replication group if 'TransitEncryptionEnabled' is set to 'false'.,ELASTICACHE_REPL_GRP_AUTO_FAILOVER_ENABLED,Checks if Amazon ElastiCache Redis replication groups have automatic failover enabled. The rule is NON_COMPLIANT for an ElastiCache replication group if 'AutomaticFailover' is not set to 'enabled'.,4,Similar descriptions (81%)
BATCH_JOB_QUEUE_ENABLED,Checks if AWS Batch job queues are enabled. The rule is NON_COMPLIANT if configuration.State is 'DISABLED'.,BATCH_COMPUTE_ENVIRONMENT_ENABLED,Checks if AWS Batch compute environments are enabled. The rule is NON_COMPLIANT if configuration.State is 'DISABLED'.,4,Similar descriptions (91%)
BATCH_COMPUTE_ENVIRONMENT_MANAGED,Checks if AWS Batch compute environments are managed. The rule is NON_COMPLIANT if configuration.Type is 'UNMANAGED'.,BATCH_COMPUTE_ENVIRONMENT_TAGGED,"Checks if AWS Batch compute environments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar names (92%)
BATCH_COMPUTE_ENVIRONMENT_TAGGED,"Checks if AWS Batch compute environments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",BATCH_MANAGED_COMPUTE_ENV_COMPUTE_RESOURCES_TAGGED,"Checks if AWS Batch managed compute environments compute resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. Tags starting with 'aws:' are not checked.",4,Similar descriptions (85%)
BATCH_COMPUTE_ENVIRONMENT_TAGGED,"Checks if AWS Batch compute environments have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",BATCH_SCHEDULING_POLICY_TAGGED,"Checks if AWS Batch scheduling policies have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
BATCH_JOB_QUEUE_TAGGED,"Checks if AWS Batch job queues have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",BATCH_SCHEDULING_POLICY_TAGGED,"Checks if AWS Batch scheduling policies have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (95%)
SQS_QUEUE_NO_PUBLIC_ACCESS,Checks if the SQS queue access policy allows public access. The rule is NON_COMPLIANT if the SQS queue access policy allows public access.,SQS_QUEUE_POLICY_FULL_ACCESS_CHECK,Checks if the SQS queue access policy allows full access. The rule is NON_COMPLIANT if the SQS policy contains `SQS:*` within `Action` and `Effect` is `Allow`.,4,Similar descriptions (71%)
TRANSFER_CONNECTOR_AS2_ENCRYPTION_ALGORITHM_CHECK,Checks that AWS Transfer Family AS2 connectors are not configured with a weak encryption algorithm. The rule is NON_COMPLIANT if configuration.As2Config.EncryptionAlgorithm is 'DES_EDE3_CBC'.,TRANSFER_CONNECTOR_AS2_MDN_SIGNING_ALGORITHM_CHECK,Checks if AWS Transfer Family AS2 connectors are configured with a specified MDN signing algorithm for MDN responses. The rule is NON_COMPLIANT if configuration.As2Config.MdnSigningAlgorithm is a value not specified in the required rule parameter.,4,Similar names (83%)
WAF_GLOBAL_RULE_NOT_EMPTY,Checks if an AWS WAF global rule contains any conditions. The rule is NON_COMPLIANT if no conditions are present within the WAF global rule.,WAF_GLOBAL_WEBACL_NOT_EMPTY,Checks whether a WAF Global Web ACL contains any WAF rules or rule groups. This rule is NON_COMPLIANT if a Web ACL does not contain any WAF rule or rule group.,4,Similar names (85%)
WAF_REGIONAL_WEBACL_NOT_EMPTY,Checks if a WAF regional Web ACL contains any WAF rules or rule groups. The rule is NON_COMPLIANT if there are no WAF rules or rule groups present within a Web ACL.,WAF_REGIONAL_RULE_NOT_EMPTY,Checks whether WAF regional rule contains conditions. This rule is COMPLIANT if the regional rule contains at least one condition and NON_COMPLIANT otherwise.,4,Similar names (86%)
WAF_REGIONAL_RULE_NOT_EMPTY,Checks whether WAF regional rule contains conditions. This rule is COMPLIANT if the regional rule contains at least one condition and NON_COMPLIANT otherwise.,WAF_GLOBAL_RULEGROUP_NOT_EMPTY,Checks if an AWS WAF Classic rule group contains any rules. The rule is NON_COMPLIANT if there are no rules present within a rule group.,4,Similar names (81%)
SAGEMAKER_DOMAIN_IN_VPC,Checks if an Amazon SageMaker domain uses a customer owned Amazon Virtual Private Cloud (VPC) for non-EFS traffic. The rule is NON_COMPLIANT if configuration.AppNetworkAccessType is not set to VpcOnly.,SAGEMAKER_MODEL_IN_VPC,Checks if an Amazon SageMaker model uses an Amazon Virtual Private Cloud (Amazon VPC) for container traffic. The rule is NON_COMPLIANT if configuration.VpcConfig does not exist.,4,Similar descriptions (78%)
SAGEMAKER_DOMAIN_TAGGED,"Checks if Amazon SageMaker domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_INFERENCEEXPERIMENT_TAGGED,"Checks if Amazon SageMaker Inference Experiments have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (83%)
SAGEMAKER_MODEL_ISOLATION_ENABLED,Checks if an Amazon SageMaker model has network isolation enabled. The rule is NON_COMPLIANT if configuration.EnableNetworkIsolation is false.,SAGEMAKER_DATA_QUALITY_JOB_ISOLATION,Checks if Amazon SageMaker data quality job definitions have network isolation enabled. The rule is NON_COMPLIANT if configuration.NetworkConfig.EnableNetworkIsolation is false.,4,Similar descriptions (85%)
SAGEMAKER_FEATURE_GROUP_TAGGED,"Checks if Amazon SageMaker feature groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_INFERENCEEXPERIMENT_TAGGED,"Checks if Amazon SageMaker Inference Experiments have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (82%)
SAGEMAKER_APP_IMAGE_CONFIG_TAGGED,"Checks if Amazon SageMaker app image configs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_INFERENCEEXPERIMENT_TAGGED,"Checks if Amazon SageMaker Inference Experiments have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (81%)
SAGEMAKER_IMAGE_TAGGED,"Checks if Amazon SageMaker images have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_INFERENCEEXPERIMENT_TAGGED,"Checks if Amazon SageMaker Inference Experiments have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (84%)
ACM_CERTIFICATE_RSA_CHECK,Checks if RSA certificates managed by AWS Certificate Manager (ACM) have a key length of at least '2048' bits. The rule is NON_COMPLIANT if the minimum key length is less than 2048 bits.,ACM_CERTIFICATE_TRANSPARENT_LOGGING_ENABLED,Checks if AWS Certificate Manager certificates have certificate transparency logging enabled. The rule is NON_COMPLIANT if CertificateTransparencyLoggingPreference is explicitly set DISABLED.,4,CHECK vs ENABLED suffix
NEPTUNE_CLUSTER_SNAPSHOT_PUBLIC_PROHIBITED,Checks if an Amazon Neptune manual DB cluster snapshot is public. The rule is NON_COMPLIANT if any existing and new Neptune cluster snapshot is public.,NEPTUNE_CLUSTER_SNAPSHOT_ENCRYPTED,Checks if an Amazon Neptune DB cluster has snapshots encrypted. The rule is NON_COMPLIANT if a Neptune cluster does not have snapshots encrypted.,4,Similar descriptions (75%)
NEPTUNE_CLUSTER_IAM_DATABASE_AUTHENTICATION,Checks if an Amazon Neptune cluster has AWS Identity and Access Management (IAM) database authentication enabled. The rule is NON_COMPLIANT if an Amazon Neptune cluster does not have IAM database authentication enabled.,NEPTUNE_CLUSTER_SNAPSHOT_IAM_DATABASE_AUTH_ENABLED,Checks if Amazon Neptune cluster snapshots have IAM database authentication enabled. The rule is NON_COMPLIANT if configuration.iamdatabaseAuthenticationEnabled is false.,4,Similar descriptions (71%)
IVS_CHANNEL_TAGGED,"Checks if Amazon IVS channels have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IVS_PLAYBACK_KEY_PAIR_TAGGED,"Checks if Amazon IVS playback key pairs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (95%)
IVS_CHANNEL_TAGGED,"Checks if Amazon IVS channels have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IVS_RECORDING_CONFIGURATION_TAGGED,"Checks if Amazon IVS recording configurations have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (94%)
IVS_PLAYBACK_KEY_PAIR_TAGGED,"Checks if Amazon IVS playback key pairs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IVS_RECORDING_CONFIGURATION_TAGGED,"Checks if Amazon IVS recording configurations have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (92%)
ROUTE53_HOSTED_ZONE_TAGGED,"Checks if Amazon Route 53 hosted zones have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",4,Similar descriptions (93%)
